,Strain,Site,Project,Species,Host.family..plant..or.order.or.class..lichen.,Plant.or.Lichen.host,Site.Host,RICHNESS,ln_richness,Location,Habitat,Latitude,Longitude,Mean_annual_temperature,Mean_precipitation_driest_quarter,Mean_precipitation_wettest_quarter,Mean_annual_precipitation
4282,SY0603,"Tucson, Grant/Santa Cruz",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Grant/Santa Cruz_Plant-angiosperm",7,1.945910149,Arizona,Sonoran Desert,32.26,-111.01,20.6,5,55,25
4284,SY0604,"Tucson, Grant/Santa Cruz",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Grant/Santa Cruz_Plant-angiosperm",7,1.945910149,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
4286,SY0605,"Tucson, Grant/Santa Cruz",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Grant/Santa Cruz_Plant-angiosperm",7,1.945910149,Arizona,Sonoran Desert,32.26,-111.01,20.6,5,55,25
4288,SY0606,"Tucson, Grant/Santa Cruz",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Grant/Santa Cruz_Plant-angiosperm",7,1.945910149,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
4290,SY0607A,"Tucson, Grant/Santa Cruz",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Grant/Santa Cruz_Plant-angiosperm",7,1.945910149,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
4292,SY0609,"Tucson, Grant/Santa Cruz",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Grant/Santa Cruz_Plant-angiosperm",7,1.945910149,Arizona,Sonoran Desert,32.26,-111.01,20.6,5,55,25
4294,SY0610,"Tucson, Grant/Santa Cruz",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Grant/Santa Cruz_Plant-angiosperm",7,1.945910149,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
4296,SY0612A,"Tucson, Grant/Santa Cruz",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Grant/Santa Cruz_Plant-angiosperm",7,1.945910149,Arizona,Sonoran Desert,32.26,-111.01,20.6,5,55,25
4298,SY0613A,"Tucson, Grant/Santa Cruz",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Grant/Santa Cruz_Plant-angiosperm",7,1.945910149,Arizona,Sonoran Desert,32.26,-111.01,20.6,5,55,25
4300,SY0617A,"Tucson, Grant/Santa Cruz",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Grant/Santa Cruz_Plant-angiosperm",7,1.945910149,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
4302,SY0618,"Tucson, Grant/Santa Cruz",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Grant/Santa Cruz_Plant-angiosperm",7,1.945910149,Arizona,Sonoran Desert,32.26,-111.01,20.6,5,55,25
4304,SY0639A,"Tucson, Grant/Santa Cruz",Arizona,Machaeranthera sp.,Asteraceae,Plant-angiosperm,"Tucson, Grant/Santa Cruz_Plant-angiosperm",7,1.945910149,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
4306,SY0640,"Tucson, Grant/Santa Cruz",Arizona,Machaeranthera sp.,Asteraceae,Plant-angiosperm,"Tucson, Grant/Santa Cruz_Plant-angiosperm",7,1.945910149,Arizona,Sonoran Desert,32.26,-111.01,20.6,5,55,25
4308,SY0643,"Tucson, Grant/Santa Cruz",Arizona,Machaeranthera sp.,Asteraceae,Plant-angiosperm,"Tucson, Grant/Santa Cruz_Plant-angiosperm",7,1.945910149,Arizona,Sonoran Desert,32.26,-111.01,20.6,5,55,25
4310,SY0644A,"Tucson, Grant/Santa Cruz",Arizona,Machaeranthera sp.,Asteraceae,Plant-angiosperm,"Tucson, Grant/Santa Cruz_Plant-angiosperm",7,1.945910149,Arizona,Sonoran Desert,32.26,-111.01,20.6,5,55,25
4312,SY0655A,"Tucson, Grant/Santa Cruz",Arizona,Verbesina encelioides,Asteraceae,Plant-angiosperm,"Tucson, Grant/Santa Cruz_Plant-angiosperm",7,1.945910149,Arizona,Sonoran Desert,32.26,-111.01,20.6,5,55,25
4314,SY0657A,"Tucson, Grant/Santa Cruz",Arizona,Verbesina encelioides,Asteraceae,Plant-angiosperm,"Tucson, Grant/Santa Cruz_Plant-angiosperm",7,1.945910149,Arizona,Sonoran Desert,32.26,-111.01,20.6,5,55,25
4316,SY0658A,"Tucson, Grant/Santa Cruz",Arizona,Verbesina encelioides,Asteraceae,Plant-angiosperm,"Tucson, Grant/Santa Cruz_Plant-angiosperm",7,1.945910149,Arizona,Sonoran Desert,32.26,-111.01,20.6,5,55,25
4318,SY0660,"Tucson, Grant/Santa Cruz",Arizona,Verbesina encelioides,Asteraceae,Plant-angiosperm,"Tucson, Grant/Santa Cruz_Plant-angiosperm",7,1.945910149,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
4320,SY0661A,"Tucson, Grant/Santa Cruz",Arizona,Verbesina encelioides,Asteraceae,Plant-angiosperm,"Tucson, Grant/Santa Cruz_Plant-angiosperm",7,1.945910149,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
4322,SY0661B,"Tucson, Grant/Santa Cruz",Arizona,Verbesina encelioides,Asteraceae,Plant-angiosperm,"Tucson, Grant/Santa Cruz_Plant-angiosperm",7,1.945910149,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
4324,SY0663A,"Tucson, Grant/Santa Cruz",Arizona,Verbesina encelioides,Asteraceae,Plant-angiosperm,"Tucson, Grant/Santa Cruz_Plant-angiosperm",7,1.945910149,Arizona,Sonoran Desert,32.26,-111.01,20.6,5,55,25
4326,SY0664,"Tucson, Grant/Santa Cruz",Arizona,Verbesina encelioides,Asteraceae,Plant-angiosperm,"Tucson, Grant/Santa Cruz_Plant-angiosperm",7,1.945910149,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
4328,SY0666A,"Tucson, Grant/Santa Cruz",Arizona,Verbesina encelioides,Asteraceae,Plant-angiosperm,"Tucson, Grant/Santa Cruz_Plant-angiosperm",7,1.945910149,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
4330,SY0667,"Tucson, Grant/Santa Cruz",Arizona,Verbesina encelioides,Asteraceae,Plant-angiosperm,"Tucson, Grant/Santa Cruz_Plant-angiosperm",7,1.945910149,Arizona,Sonoran Desert,32.29,-110.94,20.6,5,56,26
4332,SY0673A,"Tucson, Swan/Rillito",Arizona,Senna covesii,Fabaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4333,SY0676A,"Tucson, Swan/Rillito",Arizona,Senna covesii,Fabaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4334,SY0677A,"Tucson, Swan/Rillito",Arizona,Senna covesii,Fabaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4335,SY0683A,"Tucson, Swan/Rillito",Arizona,Senna covesii,Fabaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4336,SY0684A,"Tucson, Swan/Rillito",Arizona,Senna covesii,Fabaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4337,SY0690A,"Tucson, Swan/Rillito",Arizona,Senna covesii,Fabaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4338,SY0691A,"Tucson, Swan/Rillito",Arizona,Senna covesii,Fabaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4339,SY0692A,"Tucson, Swan/Rillito",Arizona,Senna covesii,Fabaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4340,SY0693A,"Tucson, Swan/Rillito",Arizona,Senna covesii,Fabaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4341,SY0694A,"Tucson, Swan/Rillito",Arizona,Senna covesii,Fabaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4342,SY0696A,"Tucson, Swan/Rillito",Arizona,Senna covesii,Fabaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4343,SY0697,"Tucson, Swan/Rillito",Arizona,Senna covesii,Fabaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4344,SY0698,"Tucson, Swan/Rillito",Arizona,Senna covesii,Fabaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4345,SY0700A,"Tucson, Swan/Rillito",Arizona,Senna covesii,Fabaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4346,SY0702,"Tucson, Swan/Rillito",Arizona,Senna covesii,Fabaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4347,SY0703,"Tucson, Swan/Rillito",Arizona,Senna covesii,Fabaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4348,SY0704A,"Tucson, Swan/Rillito",Arizona,Senna covesii,Fabaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4349,SY0706A,"Tucson, Swan/Rillito",Arizona,Senna covesii,Fabaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4350,SY0707A,"Tucson, Swan/Rillito",Arizona,Senna covesii,Fabaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4351,SY0708A,"Tucson, Swan/Rillito",Arizona,Senna covesii,Fabaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4352,SY0709A1,"Tucson, Swan/Rillito",Arizona,Senna covesii,Fabaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4353,SY0718A,"Tucson, Swan/Rillito",Arizona,Senna covesii,Fabaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4354,SY0721A,"Tucson, Swan/Rillito",Arizona,Senna covesii,Fabaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4355,SY0756,"Tucson, Swan/Rillito",Arizona,Gossypium thurberi,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4356,SY0757A1,"Tucson, Swan/Rillito",Arizona,Gossypium thurberi,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4357,SY0757A2,"Tucson, Swan/Rillito",Arizona,Gossypium thurberi,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4358,SY0757B,"Tucson, Swan/Rillito",Arizona,Gossypium thurberi,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4359,SY0758,"Tucson, Swan/Rillito",Arizona,Gossypium thurberi,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4360,SY0759,"Tucson, Swan/Rillito",Arizona,Gossypium thurberi,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4361,SY0760A,"Tucson, Swan/Rillito",Arizona,Gossypium thurberi,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4362,SY0761A,"Tucson, Swan/Rillito",Arizona,Gossypium thurberi,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4363,SY0762,"Tucson, Swan/Rillito",Arizona,Gossypium thurberi,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4364,SY0763,"Tucson, Swan/Rillito",Arizona,Gossypium thurberi,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4365,SY0764A,"Tucson, Swan/Rillito",Arizona,Gossypium thurberi,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4366,SY0764B,"Tucson, Swan/Rillito",Arizona,Gossypium thurberi,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4367,SY0765,"Tucson, Swan/Rillito",Arizona,Gossypium thurberi,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4368,SY0766,"Tucson, Swan/Rillito",Arizona,Gossypium thurberi,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4369,SY0768,"Tucson, Swan/Rillito",Arizona,Gossypium thurberi,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4370,SY0769,"Tucson, Swan/Rillito",Arizona,Gossypium thurberi,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4371,SY0780,"Tucson, Swan/Rillito",Arizona,Machaeranthera sp.,Asteraceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4372,SY0783,"Tucson, Swan/Rillito",Arizona,Machaeranthera sp.,Asteraceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4373,SY0784,"Tucson, Swan/Rillito",Arizona,Machaeranthera sp.,Asteraceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4374,SY0785,"Tucson, Swan/Rillito",Arizona,Machaeranthera sp.,Asteraceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4375,SY0786A,"Tucson, Swan/Rillito",Arizona,Machaeranthera sp.,Asteraceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4376,SY0789,"Tucson, Swan/Rillito",Arizona,Machaeranthera sp.,Asteraceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4377,SY0793,"Tucson, Swan/Rillito",Arizona,Machaeranthera sp.,Asteraceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4378,SY0794,"Tucson, Swan/Rillito",Arizona,Machaeranthera sp.,Asteraceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4379,SY0797A,"Tucson, Swan/Rillito",Arizona,Machaeranthera sp.,Asteraceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4380,SY0798A,"Tucson, Swan/Rillito",Arizona,Machaeranthera sp.,Asteraceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4381,SY0802A,"Tucson, Swan/Rillito",Arizona,Machaeranthera sp.,Asteraceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4382,SY0803A,"Tucson, Swan/Rillito",Arizona,Machaeranthera sp.,Asteraceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4383,SY0805,"Tucson, Swan/Rillito",Arizona,Machaeranthera sp.,Asteraceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4384,SY0809,"Tucson, Swan/Rillito",Arizona,Machaeranthera sp.,Asteraceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4385,SY0811,"Tucson, Swan/Rillito",Arizona,Machaeranthera sp.,Asteraceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4386,SY0812,"Tucson, Swan/Rillito",Arizona,Machaeranthera sp.,Asteraceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4387,SY0817,"Tucson, Swan/Rillito",Arizona,Machaeranthera sp.,Asteraceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4388,SY0818A,"Tucson, Swan/Rillito",Arizona,Machaeranthera sp.,Asteraceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4389,SY0822,"Tucson, Swan/Rillito",Arizona,Machaeranthera sp.,Asteraceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4390,SY0826A,"Tucson, Swan/Rillito",Arizona,Machaeranthera sp.,Asteraceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4391,SY0827,"Tucson, Swan/Rillito",Arizona,Machaeranthera sp.,Asteraceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4392,SY0828,"Tucson, Swan/Rillito",Arizona,Machaeranthera sp.,Asteraceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4393,SY0830,"Tucson, Swan/Rillito",Arizona,Machaeranthera sp.,Asteraceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4394,SY0831,"Tucson, Swan/Rillito",Arizona,Machaeranthera sp.,Asteraceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4395,SY0849,"Tucson, Swan/Rillito",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4396,SY0850,"Tucson, Swan/Rillito",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4397,SY0853,"Tucson, Swan/Rillito",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4398,SY0854A,"Tucson, Swan/Rillito",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4399,SY0854B,"Tucson, Swan/Rillito",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4400,SY0855,"Tucson, Swan/Rillito",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4401,SY0856,"Tucson, Swan/Rillito",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4402,SY0857A,"Tucson, Swan/Rillito",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4403,SY0859,"Tucson, Swan/Rillito",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4404,SY0861,"Tucson, Swan/Rillito",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4405,SY0862A,"Tucson, Swan/Rillito",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4406,SY0863,"Tucson, Swan/Rillito",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4407,SY0864,"Tucson, Swan/Rillito",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4408,SY0865,"Tucson, Swan/Rillito",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4409,SY0868,"Tucson, Swan/Rillito",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4410,SY0869,"Tucson, Swan/Rillito",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4411,SY0870,"Tucson, Swan/Rillito",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4412,SY0872A,"Tucson, Swan/Rillito",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4413,SY0873,"Tucson, Swan/Rillito",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4414,SY0874,"Tucson, Swan/Rillito",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4415,SY0875A,"Tucson, Swan/Rillito",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4416,SY0877,"Tucson, Swan/Rillito",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4417,SY0879A,"Tucson, Swan/Rillito",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
4418,SY0881,"Tucson, Swan/Rillito",Arizona,Sphaeralcea sp.,Malvaceae,Plant-angiosperm,"Tucson, Swan/Rillito_Plant-angiosperm",13,2.564949357,Arizona,Sonoran Desert,32.27,-110.89,20.4,5,59,28
